ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate
117.147.199.51,4207182,TCP,HTTPS,1483,4547,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,359.2273724057284,575.6443556443556,0.37962
192.168.93.30,5319298,TCP,HTTP,547,2211,21,62,1.0,0.0,0.66,13,33,1.0,0.0,0.61,30,30,1.0,0.0,0.03,0.97,359.2272913547147,575.6453546453547,0.37962
192.168.89.10,6626207,TCP,HTTP,548,2211,23,61,1.0,0.0,0.62,14,34,1.0,0.0,0.59,37,37,1.0,0.0,0.03,0.97,359.21340866370707,575.7212787212787,0.37862
192.168.93.30,6350091,TCP,HTTP,547,2211,21,61,1.0,0.0,0.66,14,34,1.0,0.0,0.59,31,31,1.0,0.0,0.03,0.97,359.20259508648036,575.7852147852147,0.37762
192.168.89.22,8378640,TCP,HTTP,537,2207,17,62,1.0,0.0,0.73,7,34,1.0,0.0,0.79,27,27,1.0,0.0,0.04,0.96,358.5955240400068,575.085914085914,0.37762
223.85.22.247,8065223,TCP,HTTP,519,779,1,60,1.0,0.0,0.98,1,35,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,358.5880919818141,575.1218781218781,0.37662
112.53.27.65,288010,TCP,HTTPS,2617,5615,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,364.3424119729712,577.1908091908092,0.37662
192.168.89.10,5556029,TCP,HTTP,548,2211,24,60,1.0,0.0,0.6,14,35,1.0,0.0,0.6,37,37,1.0,0.0,0.03,0.97,364.29803831683785,577.3436563436563,0.37662
192.168.93.30,6335696,TCP,HTTP,547,2211,20,61,1.0,0.0,0.67,13,34,1.0,0.0,0.62,31,31,1.0,0.0,0.03,0.97,364.29795373404346,577.3446553446554,0.37662
192.168.89.10,151260,TCP,HTTP,483,532,25,62,1.0,0.0,0.6,13,35,1.0,0.0,0.63,37,37,1.0,0.0,0.03,0.97,364.3088053421091,577.2817182817183,0.37762
192.168.89.22,180185,TCP,HTTP,472,527,16,63,1.0,0.0,0.75,8,36,1.0,0.0,0.78,26,26,1.0,0.0,0.04,0.96,364.3088053421091,577.2817182817183,0.37762
192.168.89.10,5799157,TCP,HTTP,548,2211,26,64,1.0,0.0,0.59,14,36,1.0,0.0,0.61,38,38,1.0,0.0,0.03,0.97,364.29778730244203,577.3466533466534,0.37662
192.168.93.30,23589,TCP,HTTP,546,595,20,64,1.0,0.0,0.69,14,36,1.0,0.0,0.61,31,31,1.0,0.0,0.03,0.97,364.297787302442,577.3466533466534,0.37662
192.168.89.10,5707071,TCP,HTTP,548,2211,27,65,1.0,0.0,0.58,14,37,1.0,0.0,0.62,38,38,1.0,0.0,0.03,0.97,364.2837432608627,577.4225774225774,0.37562
192.168.89.10,10567,TCP,HTTP,483,531,28,66,1.0,0.0,0.58,15,38,1.0,0.0,0.61,39,39,1.0,0.0,0.03,0.97,364.28072881060433,577.4335664335664,0.37562
192.168.89.22,139880,TCP,HTTP,472,527,17,67,1.0,0.0,0.75,6,37,1.0,0.0,0.84,27,27,1.0,0.0,0.04,0.96,364.2837432608627,577.4225774225774,0.37562
192.168.89.10,5693290,TCP,HTTP,548,2211,29,68,1.0,0.0,0.57,16,38,1.0,0.0,0.58,38,38,1.0,0.0,0.03,0.97,363.9424628034229,577.8921078921079,0.37463
172.217.160.106,15022682,TCP,OTHER,330,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,364.0253324786408,577.6763236763237,0.37463
192.168.93.30,6357186,TCP,HTTP,547,2211,21,69,1.0,0.0,0.7,15,39,1.0,0.0,0.62,30,30,1.0,0.0,0.03,0.97,364.0143184594378,577.7402597402597,0.37363
192.168.93.30,21758,TCP,HTTP,546,595,21,65,1.0,0.0,0.68,15,39,1.0,0.0,0.62,31,31,1.0,0.0,0.03,0.97,364.0003505264495,577.8141858141859,0.37263
192.168.89.10,5681369,TCP,HTTP,548,2211,28,65,1.0,0.0,0.57,16,38,1.0,0.0,0.58,39,39,1.0,0.0,0.03,0.97,364.0001813815158,577.8161838161839,0.37263
192.168.89.22,7967031,TCP,HTTP,537,2207,15,67,1.0,0.0,0.78,7,40,1.0,0.0,0.82,25,25,1.0,0.0,0.04,0.96,364.03795237698444,577.949050949051,0.37163
192.168.93.30,5346287,TCP,HTTP,547,2211,22,68,1.0,0.0,0.68,15,41,1.0,0.0,0.63,31,31,1.0,0.0,0.03,0.97,364.0378660724224,577.9500499500499,0.37163
192.168.89.22,5552743,TCP,HTTP,537,2207,16,69,1.0,0.0,0.77,8,42,1.0,0.0,0.81,24,24,1.0,0.0,0.04,0.96,364.02475843062416,578.014985014985,0.37063
192.168.89.22,4739653,TCP,HTTP,537,2207,17,70,1.0,0.0,0.76,9,43,1.0,0.0,0.79,25,25,1.0,0.0,0.04,0.96,364.0116387332421,578.07992007992,0.36963
223.86.122.220,88012,TCP,HTTP,644,798,1,70,1.0,0.0,0.99,1,43,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,364.00516097962566,578.2407592407592,0.36863
117.177.70.189,17576,TCP,HTTP,494,1082,1,71,1.0,0.0,0.99,1,44,1.0,0.0,0.98,2,2,1.0,0.0,0.5,0.5,363.800344845205,578.5514485514485,0.36963
192.168.93.30,22258,TCP,HTTP,546,595,23,72,1.0,0.0,0.68,15,45,1.0,0.0,0.67,31,31,1.0,0.0,0.03,0.97,360.73566067692155,577.0299700299701,0.36963
192.168.93.30,4370048,TCP,HTTP,547,2211,24,73,1.0,0.0,0.67,16,45,1.0,0.0,0.64,31,31,1.0,0.0,0.03,0.97,360.73557612755076,577.030969030969,0.36963
172.217.160.106,15030675,TCP,OTHER,330,0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,360.8077921386969,576.8781218781219,0.36863
192.168.95.20,22926,TCP,HTTP,991,62710,1,74,1.0,0.0,0.99,1,46,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,361.02954341332554,577.3966033966034,0.36763
192.168.102.240,1634,TCP,OTHER,78,64,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,361.35886147186807,577.002997002997,0.36763
192.168.102.240,1543,TCP,OTHER,78,64,2,4,1.0,0.0,0.5,2,4,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,361.7012623530932,576.5354645354645,0.36863
192.168.89.22,6021523,TCP,HTTP,537,2207,17,75,1.0,0.0,0.77,10,46,1.0,0.0,0.78,23,23,1.0,0.0,0.04,0.96,361.6913347401706,576.5894105894106,0.36763
192.168.89.10,6118687,TCP,HTTP,548,2211,29,76,1.0,0.0,0.62,15,47,1.0,0.0,0.68,35,35,1.0,0.0,0.03,0.97,361.68036125822,576.6543456543457,0.36663
192.168.95.100,127,TCP,OTHER,78,64,1,5,1.0,0.0,0.8,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,362.0220078003577,576.1868131868132,0.36763
39.156.66.14,81095,TCP,HTTP,520,417,1,77,1.0,0.0,0.99,1,48,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,362.01138323066755,576.2347652347653,0.36663
192.168.89.10,5945892,TCP,HTTP,548,2211,30,78,1.0,0.0,0.62,16,49,1.0,0.0,0.67,34,34,1.0,0.0,0.03,0.97,361.86185336142125,576.5364635364635,0.36663
192.168.89.10,73122,TCP,HTTP,483,531,29,77,1.0,0.0,0.62,16,49,1.0,0.0,0.67,34,34,1.0,0.0,0.03,0.97,361.87263746062484,576.4735264735265,0.36763
117.177.70.189,16964,TCP,HTTP,478,1314,2,78,1.0,0.0,0.97,2,50,1.0,0.0,0.96,3,3,1.0,0.0,0.33,0.67,361.7894266282126,576.6393606393607,0.36863
192.168.89.10,93562,TCP,HTTP,483,531,30,79,1.0,0.0,0.62,17,51,1.0,0.0,0.67,34,34,1.0,0.0,0.03,0.97,361.78641518465764,576.6503496503497,0.36863
192.168.93.30,24149,TCP,HTTP,546,595,25,80,1.0,0.0,0.69,16,51,1.0,0.0,0.69,29,29,1.0,0.0,0.03,0.97,361.7725839496441,576.7242757242757,0.36763
192.168.93.30,4333316,TCP,HTTP,547,2211,26,81,1.0,0.0,0.68,17,52,1.0,0.0,0.67,30,30,1.0,0.0,0.03,0.97,361.7616696048709,576.7882117882118,0.36663
192.168.89.22,102435,TCP,HTTP,472,527,18,82,1.0,0.0,0.78,11,53,1.0,0.0,0.79,23,23,1.0,0.0,0.04,0.96,361.76603554560893,576.5954045954046,0.36763
192.168.89.10,9680,TCP,HTTP,483,531,31,83,1.0,0.0,0.63,18,54,1.0,0.0,0.67,35,35,1.0,0.0,0.03,0.97,361.7768327547897,576.5324675324675,0.36863
192.168.89.22,5124223,TCP,HTTP,537,2207,19,84,1.0,0.0,0.77,12,55,1.0,0.0,0.78,23,23,1.0,0.0,0.04,0.96,361.7681618605004,576.4045954045954,0.36863
192.168.93.30,21253,TCP,HTTP,546,595,27,85,1.0,0.0,0.68,18,56,1.0,0.0,0.68,28,28,1.0,0.0,0.04,0.96,361.75438014854103,576.4785214785214,0.36763
192.168.93.30,4342852,TCP,HTTP,547,2211,28,86,1.0,0.0,0.67,18,56,1.0,0.0,0.68,29,29,1.0,0.0,0.03,0.97,361.7435086901698,576.5424575424576,0.36663
192.168.93.30,5360051,TCP,HTTP,547,2211,29,83,1.0,0.0,0.65,18,54,1.0,0.0,0.67,30,30,1.0,0.0,0.03,0.97,361.7434257226892,576.5434565434565,0.36663
112.46.58.52,50163024,TCP,OTHER,46792,3000344,1,6,1.0,0.0,0.83,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1504.1412229992666,622.8171828171828,0.36563
192.168.89.10,6824853,TCP,HTTP,548,2211,28,79,1.0,0.0,0.65,17,49,1.0,0.0,0.65,35,35,1.0,0.0,0.03,0.97,1504.1002988830533,623.1008991008991,0.36563
192.168.93.30,5348899,TCP,HTTP,547,2211,28,79,1.0,0.0,0.65,16,49,1.0,0.0,0.67,30,30,1.0,0.0,0.03,0.97,1504.1002480055454,623.1018981018981,0.36563
192.168.89.10,6657491,TCP,HTTP,548,2212,29,80,1.0,0.0,0.64,15,47,1.0,0.0,0.68,35,35,1.0,0.0,0.03,0.97,1504.0956012040256,623.1668331668332,0.36464
192.168.89.22,6479482,TCP,HTTP,537,2207,16,79,1.0,0.0,0.8,10,47,1.0,0.0,0.79,20,20,1.0,0.0,0.05,0.95,1504.0904766893855,623.2317682317682,0.36364
192.168.93.30,5358840,TCP,HTTP,547,2211,28,80,1.0,0.0,0.65,16,48,1.0,0.0,0.67,31,31,1.0,0.0,0.03,0.97,1504.0858745940589,623.2957042957042,0.36264
192.168.89.10,6699058,TCP,HTTP,548,2211,29,81,1.0,0.0,0.64,16,49,1.0,0.0,0.67,34,34,1.0,0.0,0.03,0.97,1504.0857732428174,623.2977022977022,0.36264
8.8.4.4,15027490,TCP,OTHER,330,0,1,7,1.0,0.0,0.86,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,1504.1077965798434,623.1448551448551,0.36164
192.168.89.10,5723343,TCP,HTTP,548,2211,30,82,1.0,0.0,0.63,17,49,1.0,0.0,0.65,34,34,1.0,0.0,0.03,0.97,1504.1076954304615,623.1468531468531,0.36164
192.168.89.22,6299215,TCP,HTTP,537,2207,17,83,1.0,0.0,0.8,11,50,1.0,0.0,0.78,19,19,1.0,0.0,0.05,0.95,1504.1025718196033,623.2117882117882,0.36064
192.168.89.22,10800,TCP,HTTP,472,527,18,84,1.0,0.0,0.79,12,50,1.0,0.0,0.76,19,19,1.0,0.0,0.05,0.95,1504.0745982859976,623.3876123876124,0.36164
192.168.93.30,20708,TCP,HTTP,546,595,29,85,1.0,0.0,0.66,16,51,1.0,0.0,0.69,31,31,1.0,0.0,0.03,0.97,1504.0700406281226,623.4505494505495,0.36064
39.156.66.18,80809,TCP,HTTP,246,198,1,86,1.0,0.0,0.99,1,52,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,1504.1107841508056,623.2137862137862,0.35964
192.168.89.22,5944878,TCP,HTTP,537,2207,19,86,1.0,0.0,0.78,13,53,1.0,0.0,0.75,19,19,1.0,0.0,0.05,0.95,1504.1056576608426,623.2787212787213,0.35864
192.168.93.30,6360329,TCP,HTTP,547,2211,28,85,1.0,0.0,0.67,16,50,1.0,0.0,0.68,32,32,1.0,0.0,0.03,0.97,1504.0602895434351,623.5794205794206,0.35864
172.217.160.74,15043517,TCP,OTHER,330,0,1,8,1.0,0.0,0.88,1,8,1.0,0.0,0.88,1,1,1.0,0.0,1.0,0.0,1504.0812756841926,623.4375624375624,0.35764
192.168.89.10,5646449,TCP,HTTP,548,2211,28,83,1.0,0.0,0.66,15,48,1.0,0.0,0.69,32,32,1.0,0.0,0.03,0.97,1504.0766143325193,623.5024975024975,0.35664
192.168.89.10,5735356,TCP,HTTP,548,2211,28,83,1.0,0.0,0.66,13,45,1.0,0.0,0.71,32,32,1.0,0.0,0.03,0.97,1504.078320883491,623.4035964035965,0.35664
192.168.21.151,15028156,TCP,OTHER,370,0,1,9,1.0,0.0,0.89,1,9,1.0,0.0,0.89,1,1,1.0,0.0,1.0,0.0,1504.092029781775,623.3016983016983,0.35564
8.8.4.4,15026184,TCP,OTHER,330,0,2,10,1.0,0.0,0.8,2,10,1.0,0.0,0.8,2,2,1.0,0.0,0.5,0.5,1504.114053433264,623.1488511488511,0.35465
192.168.89.10,5695764,TCP,HTTP,548,2211,28,79,1.0,0.0,0.65,12,40,1.0,0.0,0.7,32,32,1.0,0.0,0.03,0.97,1504.1094046473486,623.2137862137862,0.35365
192.168.93.30,5365361,TCP,HTTP,547,2211,27,80,1.0,0.0,0.66,13,41,1.0,0.0,0.68,29,29,1.0,0.0,0.03,0.97,1504.1048033743104,623.2777222777223,0.35265
192.168.89.10,5902660,TCP,HTTP,548,2211,29,81,1.0,0.0,0.64,13,41,1.0,0.0,0.68,32,32,1.0,0.0,0.03,0.97,1504.0990834238396,623.3536463536464,0.35165
172.217.160.74,15035108,TCP,OTHER,330,0,2,11,1.0,0.0,0.82,2,10,1.0,0.0,0.8,2,2,1.0,0.0,0.5,0.5,1504.1200477298735,623.2117882117882,0.35065
192.168.93.30,4353397,TCP,HTTP,547,2211,27,80,1.0,0.0,0.66,11,34,1.0,0.0,0.68,30,30,1.0,0.0,0.03,0.97,1503.847963696289,622.2287712287713,0.35065
192.168.89.10,5833711,TCP,HTTP,548,2211,27,78,1.0,0.0,0.65,10,27,1.0,0.0,0.63,31,31,1.0,0.0,0.03,0.97,1503.5610602872482,621.2237762237762,0.35065
192.168.93.30,4335014,TCP,HTTP,547,2211,27,79,1.0,0.0,0.66,10,27,1.0,0.0,0.63,31,31,1.0,0.0,0.03,0.97,1503.5565419577665,621.2877122877123,0.34965
192.168.89.10,5797462,TCP,HTTP,548,2211,28,80,1.0,0.0,0.65,10,26,1.0,0.0,0.62,32,32,1.0,0.0,0.03,0.97,1503.5519718265482,621.3526473526474,0.34865
192.168.89.10,4539203,TCP,HTTP,548,2212,29,81,1.0,0.0,0.64,11,27,1.0,0.0,0.59,33,33,1.0,0.0,0.03,0.97,1503.5069229425785,621.6543456543457,0.34865
192.168.93.30,4351548,TCP,HTTP,547,2211,27,81,1.0,0.0,0.67,10,26,1.0,0.0,0.62,30,30,1.0,0.0,0.03,0.97,1503.3543482867499,620.8991008991009,0.34865
192.168.89.22,5044165,TCP,HTTP,537,2207,16,81,1.0,0.0,0.8,5,26,1.0,0.0,0.81,17,17,1.0,0.0,0.06,0.94,1503.3533043809946,620.916083916084,0.34865
192.168.89.10,6857781,TCP,HTTP,548,2211,30,82,1.0,0.0,0.63,12,27,1.0,0.0,0.56,33,33,1.0,0.0,0.03,0.97,1503.3477008418372,620.992007992008,0.34765
192.168.89.10,6846146,TCP,HTTP,548,2212,31,83,1.0,0.0,0.63,13,28,1.0,0.0,0.54,33,33,1.0,0.0,0.03,0.97,1503.3420934473593,621.067932067932,0.34665
192.168.89.10,6831106,TCP,HTTP,484,2212,32,84,1.0,0.0,0.62,14,29,1.0,0.0,0.52,33,33,1.0,0.0,0.03,0.97,1503.340952540975,621.07992007992,0.34565
192.168.89.22,159615,TCP,HTTP,472,527,17,85,1.0,0.0,0.8,6,30,1.0,0.0,0.8,18,18,1.0,0.0,0.06,0.94,1503.342002030372,621.0689310689311,0.34565
192.168.93.30,20162,TCP,HTTP,546,595,28,86,1.0,0.0,0.67,10,31,1.0,0.0,0.68,29,29,1.0,0.0,0.03,0.97,1503.3375392228354,621.1318681318681,0.34466
192.168.89.22,108475,TCP,HTTP,472,527,18,87,1.0,0.0,0.79,7,32,1.0,0.0,0.78,19,19,1.0,0.0,0.05,0.95,1503.3375392228354,621.1318681318681,0.34466
192.168.93.30,5329019,TCP,HTTP,547,2211,27,84,1.0,0.0,0.68,10,32,1.0,0.0,0.69,29,29,1.0,0.0,0.03,0.97,1502.650554538613,619.6203796203796,0.34466
192.168.93.30,17003,TCP,HTTP,546,595,28,84,1.0,0.0,0.67,11,33,1.0,0.0,0.67,30,30,1.0,0.0,0.03,0.97,1502.6461503488538,619.6833166833167,0.34366
192.168.93.30,5347603,TCP,HTTP,547,2211,27,80,1.0,0.0,0.66,11,32,1.0,0.0,0.66,30,30,1.0,0.0,0.03,0.97,1502.6406545005855,619.7582417582418,0.34266
142.251.43.10,15049313,TCP,OTHER,330,0,1,12,1.0,0.0,0.92,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1502.662338992311,619.6053946053946,0.34166
192.168.93.30,19338,TCP,HTTP,546,595,27,78,1.0,0.0,0.65,12,32,1.0,0.0,0.62,30,30,1.0,0.0,0.03,0.97,1502.5665560702803,620.0729270729271,0.34166
192.168.89.10,6596231,TCP,HTTP,548,2211,28,79,1.0,0.0,0.65,13,31,1.0,0.0,0.58,31,31,1.0,0.0,0.03,0.97,1502.4705237610433,620.5424575424576,0.34166
192.168.93.30,5355195,TCP,HTTP,547,2211,28,80,1.0,0.0,0.65,12,32,1.0,0.0,0.62,30,30,1.0,0.0,0.03,0.97,1502.470001494576,620.5524475524476,0.34166
192.168.89.22,5825558,TCP,HTTP,537,2207,17,81,1.0,0.0,0.79,7,32,1.0,0.0,0.78,19,19,1.0,0.0,0.05,0.95,1502.4660311449097,620.6063936063936,0.34066
223.109.146.194,196680,TCP,HTTPS,2125,5289,1,2,1.0,0.0,0.5,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1503.2110652018903,622.2467532467532,0.33966
183.230.243.135,433942,TCP,HTTP,908,2296,1,81,1.0,0.0,0.99,1,33,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1503.230633881037,622.6823176823177,0.33866
192.168.89.10,6544714,TCP,HTTP,548,2211,29,82,1.0,0.0,0.65,13,34,1.0,0.0,0.62,31,31,1.0,0.0,0.03,0.97,1503.2249406766218,622.7582417582418,0.33766
192.168.93.30,21595,TCP,HTTP,546,595,28,83,1.0,0.0,0.66,13,33,1.0,0.0,0.61,30,30,1.0,0.0,0.03,0.97,1503.2193444094542,622.8321678321678,0.33666
39.156.66.18,77937,TCP,HTTP,246,198,2,84,1.0,0.0,0.98,2,34,1.0,0.0,0.94,2,2,1.0,0.0,0.5,0.5,1503.1408625302988,621.8421578421578,0.33666
142.251.43.10,15018539,TCP,OTHER,330,0,2,13,1.0,0.0,0.85,2,6,1.0,0.0,0.67,2,2,1.0,0.0,0.5,0.5,1503.064241924868,622.1118881118881,0.33666
192.168.89.10,87366,TCP,HTTP,483,531,29,84,1.0,0.0,0.65,13,35,1.0,0.0,0.63,30,30,1.0,0.0,0.03,0.97,1503.0682647274969,622.0579420579421,0.33766
192.168.89.22,6273866,TCP,HTTP,537,2207,17,83,1.0,0.0,0.8,5,32,1.0,0.0,0.84,18,18,1.0,0.0,0.06,0.94,1503.0236436089194,622.3486513486514,0.33766
192.168.93.30,6350964,TCP,HTTP,547,2211,28,84,1.0,0.0,0.67,13,33,1.0,0.0,0.61,29,29,1.0,0.0,0.03,0.97,1502.9269796095941,622.8171828171828,0.33766
192.168.89.10,7487631,TCP,HTTP,548,2212,30,85,1.0,0.0,0.65,14,34,1.0,0.0,0.59,30,30,1.0,0.0,0.03,0.97,1502.9263923109638,622.8281718281718,0.33766
192.168.89.10,6426638,TCP,HTTP,548,2211,31,86,1.0,0.0,0.64,15,35,1.0,0.0,0.57,31,31,1.0,0.0,0.03,0.97,1502.9206905858393,622.9040959040959,0.33666
192.168.89.10,98673,TCP,HTTP,483,531,32,87,1.0,0.0,0.63,16,36,1.0,0.0,0.56,32,32,1.0,0.0,0.03,0.97,1502.9196273839268,622.9150849150849,0.33666
192.168.89.10,6452856,TCP,HTTP,484,2211,33,88,1.0,0.0,0.62,17,37,1.0,0.0,0.54,33,33,1.0,0.0,0.03,0.97,1502.9195347134278,622.916083916084,0.33566
192.168.89.10,6438665,TCP,HTTP,484,2212,34,89,1.0,0.0,0.62,18,38,1.0,0.0,0.53,33,33,1.0,0.0,0.03,0.97,1502.9194420422587,622.9170829170829,0.33467
192.168.89.10,6449134,TCP,HTTP,484,2212,35,90,1.0,0.0,0.61,19,39,1.0,0.0,0.51,34,34,1.0,0.0,0.03,0.97,1502.3667728148023,621.4835164835165,0.33467
192.168.89.10,6478653,TCP,HTTP,484,2212,36,91,1.0,0.0,0.6,20,40,1.0,0.0,0.5,34,34,1.0,0.0,0.03,0.97,1502.2747948135777,621.8891108891108,0.33367
192.168.89.10,6455064,TCP,HTTP,548,2212,37,92,1.0,0.0,0.6,21,41,1.0,0.0,0.49,35,35,1.0,0.0,0.03,0.97,1502.2295998896639,622.1908091908092,0.33367
192.168.89.10,6469603,TCP,HTTP,484,2212,38,93,1.0,0.0,0.59,22,42,1.0,0.0,0.48,35,35,1.0,0.0,0.03,0.97,1502.2335355661733,622.1378621378622,0.33367
192.168.93.84,1059,TCP,SSL,834,453,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1502.240921577923,622.4995004995005,0.33267
192.168.89.10,6551320,TCP,HTTP,548,2211,39,94,1.0,0.0,0.59,23,43,1.0,0.0,0.47,35,35,1.0,0.0,0.03,0.97,1502.1956030453398,622.8011988011988,0.33267
192.168.93.30,21228,TCP,HTTP,546,595,29,94,1.0,0.0,0.69,14,44,1.0,0.0,0.68,27,27,1.0,0.0,0.04,0.96,1502.1225493565018,623.1988011988012,0.33267
192.168.89.10,6442076,TCP,HTTP,548,2211,40,95,1.0,0.0,0.58,24,45,1.0,0.0,0.47,35,35,1.0,0.0,0.03,0.97,1502.117892247947,623.2637362637363,0.33167
192.168.89.22,5890602,TCP,HTTP,537,2207,18,96,1.0,0.0,0.81,6,46,1.0,0.0,0.87,16,16,1.0,0.0,0.06,0.94,1502.1127567972385,623.3286713286714,0.33067
192.168.89.22,6772777,TCP,HTTP,537,2208,19,97,1.0,0.0,0.8,7,47,1.0,0.0,0.85,17,17,1.0,0.0,0.06,0.94,1502.108685799263,623.3826173826174,0.32967
172.217.160.74,15044416,TCP,OTHER,330,0,3,14,1.0,0.0,0.79,3,7,1.0,0.0,0.57,3,3,1.0,0.0,0.33,0.67,1502.1296806200266,623.2407592407592,0.32867
192.168.89.10,10652,TCP,HTTP,483,531,41,98,1.0,0.0,0.58,25,48,1.0,0.0,0.48,35,35,1.0,0.0,0.03,0.97,1502.0306666047247,623.6633366633366,0.32967
192.168.89.10,6418594,TCP,HTTP,548,2211,42,99,1.0,0.0,0.58,26,49,1.0,0.0,0.47,35,35,1.0,0.0,0.03,0.97,1502.0249192636466,623.7392607392608,0.32867
192.168.93.30,6355695,TCP,HTTP,547,2211,30,99,1.0,0.0,0.7,14,49,1.0,0.0,0.71,26,26,1.0,0.0,0.04,0.96,1502.0243755802037,623.7492507492508,0.32867
192.168.89.10,83919,TCP,HTTP,483,531,42,99,1.0,0.0,0.58,27,50,1.0,0.0,0.46,36,36,1.0,0.0,0.03,0.97,1502.0284599744969,623.6953046953047,0.32967
142.251.43.10,15034022,TCP,OTHER,330,0,3,15,1.0,0.0,0.8,3,7,1.0,0.0,0.57,3,3,1.0,0.0,0.33,0.67,1502.047675696298,623.5704295704296,0.32967
111.7.73.21,98452,TCP,HTTP,682,496,1,98,1.0,0.0,0.99,1,51,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,1502.0463117805023,623.7152847152847,0.32967
117.185.24.177,110868,TCP,HTTP,2095,632,1,98,1.0,0.0,0.99,1,51,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,1502.6656551281544,625.7302697302697,0.32967
192.168.89.22,190290,TCP,HTTP,472,527,19,99,1.0,0.0,0.81,8,52,1.0,0.0,0.85,15,15,1.0,0.0,0.07,0.93,1502.6708924698173,625.6653346653346,0.33067
192.168.93.30,21508,TCP,HTTP,546,595,29,97,1.0,0.0,0.7,15,52,1.0,0.0,0.71,26,26,1.0,0.0,0.04,0.96,1502.6703888520053,625.6743256743257,0.33067
192.168.89.10,79371,TCP,HTTP,483,531,38,96,1.0,0.0,0.6,26,53,1.0,0.0,0.51,37,37,1.0,0.0,0.03,0.97,1502.5707260603695,626.0969030969031,0.33167
192.168.93.30,6368152,TCP,HTTP,547,2211,29,96,1.0,0.0,0.7,16,54,1.0,0.0,0.7,25,25,1.0,0.0,0.04,0.96,1502.5701668993638,626.1068931068932,0.33167
192.168.89.10,6309823,TCP,HTTP,548,2211,39,97,1.0,0.0,0.6,27,55,1.0,0.0,0.51,38,38,1.0,0.0,0.03,0.97,1502.5701668993638,626.1068931068932,0.33167
192.168.89.10,88319,TCP,HTTP,483,531,40,98,1.0,0.0,0.59,28,56,1.0,0.0,0.5,39,39,1.0,0.0,0.03,0.97,1502.5749454755965,626.0419580419581,0.33267
192.168.89.10,7271330,TCP,HTTP,548,2211,41,98,1.0,0.0,0.58,29,57,1.0,0.0,0.49,40,40,1.0,0.0,0.03,0.97,1502.5743344551186,626.052947052947,0.33267
192.168.93.30,27527,TCP,HTTP,546,595,29,98,1.0,0.0,0.7,17,58,1.0,0.0,0.71,26,26,1.0,0.0,0.04,0.96,1502.5738284855722,626.061938061938,0.33267
192.168.89.10,9527,TCP,HTTP,483,531,41,98,1.0,0.0,0.58,29,58,1.0,0.0,0.5,41,41,1.0,0.0,0.02,0.98,1502.5779944171807,626.007992007992,0.33367
192.168.93.30,5359401,TCP,HTTP,547,2211,30,98,1.0,0.0,0.69,17,58,1.0,0.0,0.71,27,27,1.0,0.0,0.04,0.96,1501.656109026091,624.2647352647352,0.33367
192.168.93.30,2238,TCP,HTTP,546,596,31,99,1.0,0.0,0.69,18,59,1.0,0.0,0.69,28,28,1.0,0.0,0.04,0.96,1501.6556134538916,624.2737262737263,0.33367
192.168.89.10,5692239,TCP,HTTP,548,2211,42,100,1.0,0.0,0.58,29,59,1.0,0.0,0.51,41,41,1.0,0.0,0.02,0.98,1501.557624709107,623.6503496503497,0.33367
192.168.89.10,212298,TCP,HTTP,483,532,43,100,1.0,0.0,0.57,30,60,1.0,0.0,0.5,41,41,1.0,0.0,0.02,0.98,1501.5617068198246,623.5964035964035,0.33467
